Region/Country/Area,,Year,Series,Value,Footnotes
116,Cambodia,2005,Permanent crops (thousand hectares),156,
116,Cambodia,2005,Forest cover (thousand hectares),"10,685",Estimate.
116,Cambodia,2005,Arable land (% of total land area),21,Estimate.
116,Cambodia,2005,Permanent crops (% of total land area),0.9,
116,Cambodia,2005,Forest cover (% of total land area),60.5,Estimate.
116,Cambodia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),24.7,
116,Cambodia,2010,Land area (thousand hectares),"17,652",Estimate.
116,Cambodia,2010,Arable land (thousand hectares),"3,800",Estimate.
116,Cambodia,2010,Permanent crops (thousand hectares),155,Estimate.
116,Cambodia,2010,Forest cover (thousand hectares),"10,589",
116,Cambodia,2010,Arable land (% of total land area),21.5,Estimate.
116,Cambodia,2010,Permanent crops (% of total land area),0.9,Estimate.
116,Cambodia,2010,Forest cover (% of total land area),60,Estimate.
116,Cambodia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),24.7,
116,Cambodia,2019,Land area (thousand hectares),"17,652",Estimate.
116,Cambodia,2019,Arable land (thousand hectares),"3,876",Estimate.
116,Cambodia,2019,Permanent crops (thousand hectares),190,Estimate.
116,Cambodia,2019,Forest cover (thousand hectares),"8,224",
116,Cambodia,2019,Arable land (% of total land area),22,Estimate.
116,Cambodia,2019,Permanent crops (% of total land area),1.1,Estimate.
116,Cambodia,2019,Forest cover (% of total land area),46.6,Estimate.
116,Cambodia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),54.54,
116,Cambodia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),54.54,
120,Cameroon,2005,Land area (thousand hectares),"47,271",
120,Cameroon,2005,Arable land (thousand hectares),"5,963",
120,Cameroon,2005,Permanent crops (thousand hectares),"1,250",Estimate.
120,Cameroon,2005,Forest cover (thousand hectares),"21,249",Estimate.
120,Cameroon,2005,Arable land (% of total land area),12.6,
120,Cameroon,2005,Permanent crops (% of total land area),2.6,Estimate.
120,Cameroon,2005,Forest cover (% of total land area),45,Estimate.
120,Cameroon,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),32.53,
120,Cameroon,2010,Land area (thousand hectares),"47,271",Estimate.
120,Cameroon,2010,Arable land (thousand hectares),"6,200",Estimate.
120,Cameroon,2010,Permanent crops (thousand hectares),"1,500",Estimate.
120,Cameroon,2010,Forest cover (thousand hectares),"20,900",
120,Cameroon,2010,Arable land (% of total land area),13.1,Estimate.
120,Cameroon,2010,Permanent crops (% of total land area),3.2,Estimate.
120,Cameroon,2010,Forest cover (% of total land area),44.2,Estimate.
120,Cameroon,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),35.01,
120,Cameroon,2019,Land area (thousand hectares),"47,271",Estimate.
120,Cameroon,2019,Arable land (thousand hectares),"6,200",Estimate.
120,Cameroon,2019,Permanent crops (thousand hectares),"1,550",Estimate.
120,Cameroon,2019,Forest cover (thousand hectares),"20,396",
120,Cameroon,2019,Arable land (% of total land area),13.1,Estimate.
120,Cameroon,2019,Permanent crops (% of total land area),3.3,Estimate.
120,Cameroon,2019,Forest cover (% of total land area),43.1,Estimate.
120,Cameroon,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),35.48,
120,Cameroon,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),35.48,
124,Canada,2005,Land area (thousand hectares),"896,559",
124,Canada,2005,Arable land (thousand hectares),"39,616",Estimate.
124,Canada,2005,Permanent crops (thousand hectares),165,Estimate.
124,Canada,2005,Forest cover (thousand hectares),"347,562",Estimate.
124,Canada,2005,Arable land (% of total land area),4.4,Estimate.
124,Canada,2005,Permanent crops (% of total land area),0,Estimate.
124,Canada,2005,Forest cover (% of total land area),38.8,Estimate.
124,Canada,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),22.74,
124,Canada,2010,Land area (thousand hectares),"896,559",
124,Canada,2010,Arable land (thousand hectares),"37,687",Estimate.
124,Canada,2010,Permanent crops (thousand hectares),177,Estimate.
124,Canada,2010,Forest cover (thousand hectares),"347,322",
124,Canada,2010,Arable land (% of total land area),4.2,Estimate.
124,Canada,2010,Permanent crops (% of total land area),0,Estimate.
124,Canada,2010,Forest cover (% of total land area),38.7,
124,Canada,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),26.99,
124,Canada,2019,Land area (thousand hectares),"896,559",
124,Canada,2019,Arable land (thousand hectares),"38,648",
124,Canada,2019,Permanent crops (thousand hectares),167,
124,Canada,2019,Forest cover (thousand hectares),"346,965",
124,Canada,2019,Arable land (% of total land area),4.3,
124,Canada,2019,Permanent crops (% of total land area),0,
124,Canada,2019,Forest cover (% of total land area),38.7,
124,Canada,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),29.95,
124,Canada,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),30,
136,Cayman Islands,2005,Land area (thousand hectares),24,
136,Cayman Islands,2005,Arable land (thousand hectares),0,Estimate.
136,Cayman Islands,2005,Permanent crops (thousand hectares),1,Estimate.
136,Cayman Islands,2005,Forest cover (thousand hectares),13,Estimate.
136,Cayman Islands,2005,Arable land (% of total land area),0.8,Estimate.
136,Cayman Islands,2005,Permanent crops (% of total land area),2.1,Estimate.
136,Cayman Islands,2005,Forest cover (% of total land area),53.4,Estimate.
136,Cayman Islands,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),31.62,
136,Cayman Islands,2010,Land area (thousand hectares),24,
136,Cayman Islands,2010,Arable land (thousand hectares),0,Estimate.
136,Cayman Islands,2010,Permanent crops (thousand hectares),1,Estimate.
136,Cayman Islands,2010,Forest cover (thousand hectares),13,Estimate.
136,Cayman Islands,2010,Arable land (% of total land area),0.8,Estimate.
136,Cayman Islands,2010,Permanent crops (% of total land area),2.1,Estimate.
136,Cayman Islands,2010,Forest cover (% of total land area),53,Estimate.
136,Cayman Islands,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),31.66,
136,Cayman Islands,2019,Land area (thousand hectares),24,
136,Cayman Islands,2019,Arable land (thousand hectares),0,Estimate.
136,Cayman Islands,2019,Permanent crops (thousand hectares),1,Estimate.
136,Cayman Islands,2019,Forest cover (thousand hectares),13,Estimate.
136,Cayman Islands,2019,Arable land (% of total land area),0.8,Estimate.
136,Cayman Islands,2019,Permanent crops (% of total land area),2.1,Estimate.
136,Cayman Islands,2019,Forest cover (% of total land area),53,Estimate.
136,Cayman Islands,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),32.49,
136,Cayman Islands,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),32.49,
140,Central African Republic,2005,Land area (thousand hectares),"62,298",
140,Central African Republic,2005,Arable land (thousand hectares),"1,930",Estimate.
140,Central African Republic,2005,Permanent crops (thousand hectares),85,Estimate.
140,Central African Republic,2005,Forest cover (thousand hectares),"22,753",Estimate.
140,Central African Republic,2005,Arable land (% of total land area),3.1,Estimate.
140,Central African Republic,2005,Permanent crops (% of total land area),0.1,Estimate.
140,Central African Republic,2005,Forest cover (% of total land area),36.5,Estimate.
140,Central African Republic,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),74.24,
140,Central African Republic,2010,Land area (thousand hectares),"62,298",
140,Central African Republic,2010,Arable land (thousand hectares),"1,800",Estimate.
140,Central African Republic,2010,Permanent crops (thousand hectares),80,Estimate.
140,Central African Republic,2010,Forest cover (thousand hectares),"22,603",
140,Central African Republic,2010,Arable land (% of total land area),2.9,Estimate.
140,Central African Republic,2010,Permanent crops (% of total land area),0.1,Estimate.
140,Central African Republic,2010,Forest cover (% of total land area),36.3,
140,Central African Republic,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),74.24,
140,Central African Republic,2019,Land area (thousand hectares),"62,298",
140,Central African Republic,2019,Arable land (thousand hectares),"1,800",Estimate.
140,Central African Republic,2019,Permanent crops (thousand hectares),80,Estimate.
140,Central African Republic,2019,Forest cover (thousand hectares),"22,333",
140,Central African Republic,2019,Arable land (% of total land area),2.9,Estimate.
140,Central African Republic,2019,Permanent crops (% of total land area),0.1,Estimate.
140,Central African Republic,2019,Forest cover (% of total land area),35.8,
140,Central African Republic,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),74.24,
140,Central African Republic,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),74.24,
148,Chad,2005,Land area (thousand hectares),"125,920",
148,Chad,2005,Arable land (thousand hectares),"3,900",Estimate.
148,Chad,2005,Permanent crops (thousand hectares),30,Estimate.
148,Chad,2005,Forest cover (thousand hectares),"5,942",Estimate.
148,Chad,2005,Arable land (% of total land area),3.1,Estimate.
148,Chad,2005,Permanent crops (% of total land area),0,Estimate.
148,Chad,2005,Forest cover (% of total land area),4.7,Estimate.
148,Chad,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),67.31,
148,Chad,2010,Land area (thousand hectares),"125,920",
148,Chad,2010,Arable land (thousand hectares),"4,200",Estimate.
148,Chad,2010,Permanent crops (thousand hectares),35,Estimate.
148,Chad,2010,Forest cover (thousand hectares),"5,530",
148,Chad,2010,Arable land (% of total land area),3.3,Estimate.
148,Chad,2010,Permanent crops (% of total land area),0,Estimate.
148,Chad,2010,Forest cover (% of total land area),4.4,
148,Chad,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),67.31,
148,Chad,2019,Land area (thousand hectares),"125,920",Estimate.
148,Chad,2019,Arable land (thousand hectares),"5,200",Estimate.
148,Chad,2019,Permanent crops (thousand hectares),38,Estimate.
148,Chad,2019,Forest cover (thousand hectares),"4,422",
148,Chad,2019,Arable land (% of total land area),4.1,Estimate.
148,Chad,2019,Permanent crops (% of total land area),0,Estimate.
148,Chad,2019,Forest cover (% of total land area),3.5,Estimate.
148,Chad,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),67.31,
148,Chad,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),67.31,
830,Channel Islands,2005,Land area (thousand hectares),20,
830,Channel Islands,2005,Arable land (thousand hectares),4,Estimate.
830,Channel Islands,2005,Forest cover (thousand hectares),1,Estimate.
830,Channel Islands,2005,Arable land (% of total land area),19.2,Estimate.
830,Channel Islands,2005,Forest cover (% of total land area),4.7,Estimate.
830,Channel Islands,2010,Land area (thousand hectares),20,
830,Channel Islands,2010,Arable land (thousand hectares),4,Estimate.
830,Channel Islands,2010,Forest cover (thousand hectares),1,Estimate.
830,Channel Islands,2010,Arable land (% of total land area),21.8,Estimate.
830,Channel Islands,2010,Forest cover (% of total land area),5.2,Estimate.
830,Channel Islands,2019,Land area (thousand hectares),20,
830,Channel Islands,2019,Arable land (thousand hectares),4,Estimate.
830,Channel Islands,2019,Forest cover (thousand hectares),1,
830,Channel Islands,2019,Arable land (% of total land area),18.3,Estimate.
830,Channel Islands,2019,Forest cover (% of total land area),5.2,
152,Chile,2005,Land area (thousand hectares),"74,353",
152,Chile,2005,Arable land (thousand hectares),"1,450",Estimate.
152,Chile,2005,Permanent crops (thousand hectares),435,Estimate.
152,Chile,2005,Forest cover (thousand hectares),"16,271",Estimate.
152,Chile,2005,Arable land (% of total land area),2,Estimate.
152,Chile,2005,Permanent crops (% of total land area),0.6,Estimate.
152,Chile,2005,Forest cover (% of total land area),21.9,Estimate.
152,Chile,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),24.85,
152,Chile,2010,Land area (thousand hectares),"74,353",
152,Chile,2010,Arable land (thousand hectares),"1,271",Estimate.
152,Chile,2010,Permanent crops (thousand hectares),457,Estimate.
152,Chile,2010,Forest cover (thousand hectares),"16,725",
152,Chile,2010,Arable land (% of total land area),1.7,Estimate.
152,Chile,2010,Permanent crops (% of total land area),0.6,Estimate.
152,Chile,2010,Forest cover (% of total land area),22.5,
152,Chile,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),26.93,
152,Chile,2019,Land area (thousand hectares),"74,353",Estimate.
152,Chile,2019,Arable land (thousand hectares),"1,168",Estimate.
152,Chile,2019,Permanent crops (thousand hectares),488,Estimate.
152,Chile,2019,Forest cover (thousand hectares),"18,088",
152,Chile,2019,Arable land (% of total land area),1.6,Estimate.
152,Chile,2019,Permanent crops (% of total land area),0.7,Estimate.
152,Chile,2019,Forest cover (% of total land area),24.3,Estimate.
152,Chile,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),31.84,
152,Chile,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),32.49,
156,China,2005,Land area (thousand hectares),"942,470",
